Group/Country,Item,Month,Year,Value_USD
ASEAN,"Precious stones, precious metals and their products",12,2016,1291418
ASEAN,Rubber,12,2016,28592099
ASEAN,"Sweets, cookies and cereal preparations",12,2016,26553139
ASEAN,Textible fibrics,12,2016,29410955
ASEAN,Vegetable oil and fat,12,2016,70116506
ASEAN,Waste iron and steel,12,2016,10507366
ASEAN,Wood and wooden products,12,2016,53748864
Australia,Animal fodder and materials,1,2016,824981
Australia,Articles of iron and steel,1,2016,285263
Australia,"Auxiliary materials for textile, garment, leather, footwear",1,2016,2409701
Australia,Chemical products,1,2016,2451970
Australia,Chemicals,1,2016,164701
Australia,Coal,1,2016,21540093
Australia,Cotton,1,2016,2584702
Australia,Dairy products,1,2016,11925566
Australia,Fresh and pocessed vegetables and fruit,1,2016,1922035
Australia,"Iron, Steel",1,2016,944950
Australia,Liquid petroleum gas,1,2016,0
Australia,Ores and other minerals,1,2016,6284123
Australia,"Other Machinery, instrument, accessory",1,2016,3477203
Australia,Other base metals,1,2016,31824342
Australia,Other petroleum products,1,2016,331573
Australia,Other preparations for foodstuff,1,2016,543258
Australia,Pharmaceutical products,1,2016,3410069
Australia,Plastic materials,1,2016,925200
Australia,"Precious stones, precious metals and their products",1,2016,640653
Australia,Vegetable oil and fat,1,2016,240700
Australia,Waste iron and steel,1,2016,362495
Australia,Wheat,1,2016,65905193
Australia,Wood and wooden products,1,2016,454086
Australia,Animal fodder and materials,2,2016,793042
Australia,Articles of iron and steel,2,2016,178996
Australia,"Auxiliary materials for textile, garment, leather, footwear",2,2016,1470277
Australia,Chemical products,2,2016,2852375
Australia,Chemicals,2,2016,31789
Australia,Coal,2,2016,32886826
Australia,Cotton,2,2016,13832851
Australia,Dairy products,2,2016,4867187
Australia,Fresh and pocessed vegetables and fruit,2,2016,1354026
Australia,"Iron, Steel",2,2016,63454
Australia,Liquid petroleum gas,2,2016,0
Australia,Ores and other minerals,2,2016,221599
Australia,"Other Machinery, instrument, accessory",2,2016,4001307
Australia,Other base metals,2,2016,26870029
Australia,Other petroleum products,2,2016,347796
Australia,Other preparations for foodstuff,2,2016,409424
Australia,Pharmaceutical products,2,2016,6043558
Australia,Plastic materials,2,2016,1294559
Australia,"Precious stones, precious metals and their products",2,2016,865819
Australia,Vegetable oil and fat,2,2016,485553
Australia,Waste iron and steel,2,2016,527246
Australia,Wheat,2,2016,36651686
Australia,Wood and wooden products,2,2016,426009
Australia,Animal fodder and materials,3,2016,1940245
Australia,Articles of iron and steel,3,2016,362880
Australia,"Auxiliary materials for textile, garment, leather, footwear",3,2016,3965474
Australia,Chemical products,3,2016,2297904
Australia,Chemicals,3,2016,195935
Australia,Coal,3,2016,11991871
Australia,Cotton,3,2016,8657686
Australia,Dairy products,3,2016,3222906
Australia,Fresh and pocessed vegetables and fruit,3,2016,1589463
Australia,"Iron, Steel",3,2016,1035004
Australia,Liquid petroleum gas,3,2016,0
Australia,Ores and other minerals,3,2016,1221519
Australia,"Other Machinery, instrument, accessory",3,2016,5416102
Australia,Other base metals,3,2016,37299351
Australia,Other petroleum products,3,2016,428036
Australia,Other preparations for foodstuff,3,2016,547306
Australia,Pharmaceutical products,3,2016,3199612
Australia,Plastic materials,3,2016,1252666
Australia,"Precious stones, precious metals and their products",3,2016,1005679
Australia,Vegetable oil and fat,3,2016,127657
Australia,Waste iron and steel,3,2016,3453763
Australia,Wheat,3,2016,20841062
Australia,Wood and wooden products,3,2016,556477
Australia,Animal fodder and materials,4,2016,696483
Australia,Articles of iron and steel,4,2016,194026
Australia,"Auxiliary materials for textile, garment, leather, footwear",4,2016,2097737
Australia,Chemical products,4,2016,2652978
Australia,Chemicals,4,2016,106319
Australia,Coal,4,2016,24596614
Australia,Cotton,4,2016,4019880
Australia,Dairy products,4,2016,2178338
Australia,Fresh and pocessed vegetables and fruit,4,2016,1706091
Australia,"Iron, Steel",4,2016,2512938
Australia,Liquid petroleum gas,4,2016,0
Australia,Ores and other minerals,4,2016,9553298
Australia,"Other Machinery, instrument, accessory",4,2016,5001573
Australia,Other base metals,4,2016,28720934
Australia,Other petroleum products,4,2016,457657
Australia,Other preparations for foodstuff,4,2016,813000
Australia,Pharmaceutical products,4,2016,3341481
Australia,Plastic materials,4,2016,1412954
Australia,"Precious stones, precious metals and their products",4,2016,951322
Australia,Vegetable oil and fat,4,2016,774492
Australia,Waste iron and steel,4,2016,2428698
Australia,Wheat,4,2016,32038254
Australia,Wood and wooden products,4,2016,532496
Australia,Animal fodder and materials,5,2016,672441
Australia,Articles of iron and steel,5,2016,279172
Australia,"Auxiliary materials for textile, garment, leather, footwear",5,2016,1773929
Australia,Chemical products,5,2016,2969380
Australia,Chemicals,5,2016,144293
Australia,Coal,5,2016,18159746
Australia,Cotton,5,2016,166696
Australia,Dairy products,5,2016,4208863
Australia,Fresh and pocessed vegetables and fruit,5,2016,6532851
Australia,"Iron, Steel",5,2016,2232512
Australia,Liquid petroleum gas,5,2016,0
Australia,Ores and other minerals,5,2016,5321107
Australia,"Other Machinery, instrument, accessory",5,2016,5043509
Australia,Other base metals,5,2016,38100241
Australia,Other petroleum products,5,2016,681031
Australia,Other preparations for foodstuff,5,2016,550020
Australia,Pharmaceutical products,5,2016,3335509
Australia,Plastic materials,5,2016,3306754
Australia,"Precious stones, precious metals and their products",5,2016,342236
Australia,Vegetable oil and fat,5,2016,71818
Australia,Waste iron and steel,5,2016,5559546
Australia,Wheat,5,2016,20486361
Australia,Wood and wooden products,5,2016,232484
Australia,Animal fodder and materials,6,2016,169883
Australia,Articles of iron and steel,6,2016,2977267
Australia,"Auxiliary materials for textile, garment, leather, footwear",6,2016,2684128
Australia,Chemical products,6,2016,2722612
Australia,Chemicals,6,2016,307749
Australia,Coal,6,2016,27830499
Australia,Cotton,6,2016,11065265
Australia,Dairy products,6,2016,4606150
Australia,Fresh and pocessed vegetables and fruit,6,2016,6714896
Australia,"Iron, Steel",6,2016,15093774
Australia,Liquid petroleum gas,6,2016,0
Australia,Ores and other minerals,6,2016,8280084
Australia,"Other Machinery, instrument, accessory",6,2016,2787543
Australia,Other base metals,6,2016,43575655
Australia,Other petroleum products,6,2016,579730
Australia,Other preparations for foodstuff,6,2016,343927
Australia,Pharmaceutical products,6,2016,4326616
Australia,Plastic materials,6,2016,1428530
Australia,"Precious stones, precious metals and their products",6,2016,918043
Australia,Vegetable oil and fat,6,2016,430838
Australia,Waste iron and steel,6,2016,3384756
Australia,Wheat,6,2016,13355893
Australia,Wood and wooden products,6,2016,344525
Australia,Animal fodder and materials,7,2016,1625625
Australia,Articles of iron and steel,7,2016,176972
Australia,"Auxiliary materials for textile, garment, leather, footwear",7,2016,2501557
Australia,Chemical products,7,2016,2863840
Australia,Chemicals,7,2016,130674
Australia,Coal,7,2016,32024822
Australia,Cotton,7,2016,18218689
Australia,Dairy products,7,2016,1347503
Australia,Fresh and pocessed vegetables and fruit,7,2016,4733246
Australia,"Iron, Steel",7,2016,1341859
Australia,Liquid petroleum gas,7,2016,0
Australia,Ores and other minerals,7,2016,3528873
Australia,"Other Machinery, instrument, accessory",7,2016,3640136
Australia,Other base metals,7,2016,39509275
Australia,Other petroleum products,7,2016,860368
Australia,Other preparations for foodstuff,7,2016,491821
Australia,Pharmaceutical products,7,2016,10797840
Australia,Plastic materials,7,2016,2148538
Australia,"Precious stones, precious metals and their products",7,2016,868051
Australia,Vegetable oil and fat,7,2016,438809
Australia,Waste iron and steel,7,2016,3983572
Australia,Wheat,7,2016,17346625
Australia,Wood and wooden products,7,2016,498726
Australia,Animal fodder and materials,8,2016,2257515
Australia,Articles of iron and steel,8,2016,276619
Australia,"Auxiliary materials for textile, garment, leather, footwear",8,2016,3366434
Australia,Chemical products,8,2016,3165840
Australia,Chemicals,8,2016,210294
Australia,Coal,8,2016,24097016
Australia,Cotton,8,2016,37860088
Australia,Dairy products,8,2016,3422460
Australia,Fresh and pocessed vegetables and fruit,8,2016,5585096
Australia,"Iron, Steel",8,2016,352834
Australia,Liquid petroleum gas,8,2016,773539
Australia,Ores and other minerals,8,2016,6463233
Australia,"Other Machinery, instrument, accessory",8,2016,4830233
Australia,Other base metals,8,2016,42729599
Australia,Other petroleum products,8,2016,588739
Australia,Other preparations for foodstuff,8,2016,586782
Australia,Pharmaceutical products,8,2016,8685042
Australia,Plastic materials,8,2016,1231750
Australia,"Precious stones, precious metals and their products",8,2016,1449779
Australia,Vegetable oil and fat,8,2016,105653
Australia,Waste iron and steel,8,2016,9816547
Australia,Wheat,8,2016,43611423
Australia,Wood and wooden products,8,2016,531142
Australia,Animal fodder and materials,9,2016,925358
Australia,Articles of iron and steel,9,2016,171252
Australia,"Auxiliary materials for textile, garment, leather, footwear",9,2016,2574181
Australia,Chemical products,9,2016,2515577
Australia,Chemicals,9,2016,232075
Australia,Coal,9,2016,10765399
Australia,Cotton,9,2016,22486126
Australia,Dairy products,9,2016,2957423
Australia,Fresh and pocessed vegetables and fruit,9,2016,5771559
Australia,"Iron, Steel",9,2016,715495
Australia,Liquid petroleum gas,9,2016,0
Australia,Ores and other minerals,9,2016,482197
Australia,"Other Machinery, instrument, accessory",9,2016,3401093
Australia,Other base metals,9,2016,46395565
Australia,Other petroleum products,9,2016,1085796
Australia,Other preparations for foodstuff,9,2016,337117
Australia,Pharmaceutical products,9,2016,4713881
Australia,Plastic materials,9,2016,1229104
Australia,"Precious stones, precious metals and their products",9,2016,1084671
Australia,Vegetable oil and fat,9,2016,455701
Australia,Waste iron and steel,9,2016,6518363
Australia,Wheat,9,2016,36017154
Australia,Wood and wooden products,9,2016,542713
Australia,Animal fodder and materials,10,2016,1096532
Australia,Articles of iron and steel,10,2016,96628
Australia,"Auxiliary materials for textile, garment, leather, footwear",10,2016,2789342
Australia,Chemical products,10,2016,3070939
Australia,Chemicals,10,2016,244500
Australia,Coal,10,2016,40056734
Australia,Cotton,10,2016,39642413
Australia,Dairy products,10,2016,2927292
Australia,Fresh and pocessed vegetables and fruit,10,2016,2294071
Australia,"Iron, Steel",10,2016,460609
Australia,Liquid petroleum gas,10,2016,0
Australia,Ores and other minerals,10,2016,2923582
Australia,"Other Machinery, instrument, accessory",10,2016,3414114
Australia,Other base metals,10,2016,41796759
Australia,Other petroleum products,10,2016,411207
Australia,Other preparations for foodstuff,10,2016,446908
Australia,Pharmaceutical products,10,2016,2277137
Australia,Plastic materials,10,2016,1967543
Australia,"Precious stones, precious metals and their products",10,2016,2343855
Australia,Vegetable oil and fat,10,2016,223326
Australia,Waste iron and steel,10,2016,18022506
Australia,Wheat,10,2016,37294056
Australia,Wood and wooden products,10,2016,186493
Australia,Animal fodder and materials,11,2016,1423134
Australia,Articles of iron and steel,11,2016,185621
Australia,"Auxiliary materials for textile, garment, leather, footwear",11,2016,2057139
Australia,Chemical products,11,2016,3765383
Australia,Chemicals,11,2016,111757
Australia,Coal,11,2016,24559224
Australia,Cotton,11,2016,18112828
Australia,Dairy products,11,2016,5762270
Australia,Fresh and pocessed vegetables and fruit,11,2016,1236917
Australia,"Iron, Steel",11,2016,2870152
Australia,Liquid petroleum gas,11,2016,914
Australia,Ores and other minerals,11,2016,887476
Australia,"Other Machinery, instrument, accessory",11,2016,4201300
Australia,Other base metals,11,2016,47466222
Australia,Other petroleum products,11,2016,566662
Australia,Other preparations for foodstuff,11,2016,549916
Australia,Pharmaceutical products,11,2016,6043420
Australia,Plastic materials,11,2016,1086871
Australia,"Precious stones, precious metals and their products",11,2016,2189298
Australia,Vegetable oil and fat,11,2016,498342
Australia,Waste iron and steel,11,2016,4666677
Australia,Wheat,11,2016,48601782
Australia,Wood and wooden products,11,2016,293248
Australia,Animal fodder and materials,12,2016,1408581
Australia,Articles of iron and steel,12,2016,584015
Australia,"Auxiliary materials for textile, garment, leather, footwear",12,2016,2714400
Australia,Chemical products,12,2016,2432000
Australia,Chemicals,12,2016,285350
Australia,Coal,12,2016,41985650
Australia,Cotton,12,2016,2756246
Australia,Dairy products,12,2016,7845378
Australia,Fresh and pocessed vegetables and fruit,12,2016,2748002
Australia,"Iron, Steel",12,2016,143929
Australia,Liquid petroleum gas,12,2016,0
Australia,Ores and other minerals,12,2016,895020
Australia,"Other Machinery, instrument, accessory",12,2016,4204099
Australia,Other base metals,12,2016,55350272
Australia,Other petroleum products,12,2016,793474
Australia,Other preparations for foodstuff,12,2016,565380
Australia,Pharmaceutical products,12,2016,2686778
Australia,Plastic materials,12,2016,2222532
Australia,"Precious stones, precious metals and their products",12,2016,1230808
Australia,Vegetable oil and fat,12,2016,107708
Australia,Waste iron and steel,12,2016,65409
Australia,Wheat,12,2016,12087538
Australia,Wood and wooden products,12,2016,427903
"China, PR",Animal fodder and materials,1,2016,20815632
"China, PR","Aromatic substance, cosmetics and cleaning preparations",1,2016,4292924
"China, PR",Articals of plastics,1,2016,109648466
"China, PR",Articals of rubber,1,2016,17165951
"China, PR",Articles of iron and steel,1,2016,74988985
"China, PR",Auxiliarry materials for medicaments,1,2016,17832645
"China, PR",Auxiliary materials for cigarettes,1,2016,1832232
"China, PR","Auxiliary materials for textile, garment, leather, footwear",1,2016,138961667
"China, PR",Cameras and their parts,1,2016,46588113
"China, PR",Chemical products,1,2016,69107164
"China, PR",Chemicals,1,2016,90351902
"China, PR",Coal,1,2016,25113195
"China, PR","Computers, electronical products and parts",1,2016,438769407
"China, PR",Cotton,1,2016,354148
"China, PR",Domestic electrical appliances and parts,1,2016,30112868
"China, PR",Electrical wire and cable,1,2016,41254265
"China, PR",Fertilizers,1,2016,35859609
"China, PR","Fibres, not spun",1,2016,52838821
"China, PR",Fishery products,1,2016,4991191
"China, PR",Fresh and pocessed vegetables and fruit,1,2016,17035422
"China, PR",Glass and glassware,1,2016,27111654
"China, PR",Insecticides and materials,1,2016,33766627
"China, PR","Iron, Steel",1,2016,313011636
"China, PR",Liquid petroleum gas,1,2016,19334242
"China, PR","Motor vehicles, assembled",1,2016,22186236
"China, PR",Ores and other minerals,1,2016,2617456
"China, PR","Other Machinery, instrument, accessory",1,2016,769370808
"China, PR",Other base metal products,1,2016,23444200
"China, PR",Other base metals,1,2016,121402279
"China, PR",Other means of transport and equipment,1,2016,9312829
"China, PR",Other petroleum products,1,2016,4146971
"China, PR",Other preparations for foodstuff,1,2016,2566362
"China, PR",Paper,1,2016,18931199
"China, PR",Paper products,1,2016,17653924
"China, PR",Parts and accessories for motor,1,2016,53712861
"China, PR","Petroleum oil, refined",1,2016,28005273
"China, PR",Pharmaceutical products,1,2016,4319889
"China, PR",Plastic materials,1,2016,44010134
"China, PR","Precious stones, precious metals and their products",1,2016,2305474
"China, PR",Rubber,1,2016,3410493
"China, PR","Sweets, cookies and cereal preparations",1,2016,1041964
"China, PR",Telephones and their parts,1,2016,506160036
"China, PR",Textible fibrics,1,2016,419882907
"China, PR",Vegetable oil and fat,1,2016,468418
"China, PR",Wood and wooden products,1,2016,22389107
"China, PR",Animal fodder and materials,2,2016,6331254
"China, PR","Aromatic substance, cosmetics and cleaning preparations",2,2016,3224827
"China, PR",Articals of plastics,2,2016,72722768
"China, PR",Articals of rubber,2,2016,9759168
"China, PR",Articles of iron and steel,2,2016,54556985
"China, PR",Auxiliarry materials for medicaments,2,2016,12226307
"China, PR",Auxiliary materials for cigarettes,2,2016,1105507
"China, PR","Auxiliary materials for textile, garment, leather, footwear",2,2016,92091363
"China, PR",Cameras and their parts,2,2016,27455538
"China, PR",Chemical products,2,2016,32617670
"China, PR",Chemicals,2,2016,50937005
"China, PR",Coal,2,2016,7569127
"China, PR","Computers, electronical products and parts",2,2016,317997363
"China, PR",Cotton,2,2016,82530
"China, PR",Domestic electrical appliances and parts,2,2016,13506327
"China, PR",Electrical wire and cable,2,2016,22571278
"China, PR",Fertilizers,2,2016,32175987
"China, PR","Fibres, not spun",2,2016,36063461
"China, PR",Fishery products,2,2016,2508154
"China, PR",Fresh and pocessed vegetables and fruit,2,2016,9352684
"China, PR",Glass and glassware,2,2016,17136492
"China, PR",Insecticides and materials,2,2016,17853025
"China, PR","Iron, Steel",2,2016,269071950
"China, PR",Liquid petroleum gas,2,2016,15793327
"China, PR","Motor vehicles, assembled",2,2016,23895245
"China, PR",Ores and other minerals,2,2016,922945
"China, PR","Other Machinery, instrument, accessory",2,2016,416769008
"China, PR",Other base metal products,2,2016,11543321
"China, PR",Other base metals,2,2016,78451851
"China, PR",Other means of transport and equipment,2,2016,2927877
"China, PR",Other petroleum products,2,2016,2312615
"China, PR",Other preparations for foodstuff,2,2016,1365734
"China, PR",Paper,2,2016,13227663
"China, PR",Paper products,2,2016,10712631
"China, PR",Parts and accessories for motor,2,2016,35878917
"China, PR","Petroleum oil, refined",2,2016,39916365
"China, PR",Pharmaceutical products,2,2016,3292939
"China, PR",Plastic materials,2,2016,29334128
"China, PR","Precious stones, precious metals and their products",2,2016,1198150
"China, PR",Rubber,2,2016,2557540
"China, PR","Sweets, cookies and cereal preparations",2,2016,206402
"China, PR",Telephones and their parts,2,2016,459686501
"China, PR",Textible fibrics,2,2016,248370020
"China, PR",Vegetable oil and fat,2,2016,711516
"China, PR",Wood and wooden products,2,2016,7950722
"China, PR",Animal fodder and materials,3,2016,14042679
"China, PR","Aromatic substance, cosmetics and cleaning preparations",3,2016,4316399
"China, PR",Articals of plastics,3,2016,133123334
"China, PR",Articals of rubber,3,2016,18759336
"China, PR",Articles of iron and steel,3,2016,78892738
"China, PR",Auxiliarry materials for medicaments,3,2016,20197152
"China, PR",Auxiliary materials for cigarettes,3,2016,8049333
"China, PR","Auxiliary materials for textile, garment, leather, footwear",3,2016,172079243
"China, PR",Cameras and their parts,3,2016,29028498
"China, PR",Chemical products,3,2016,69468822
"China, PR",Chemicals,3,2016,85699729
"China, PR",Coal,3,2016,18293666
"China, PR","Computers, electronical products and parts",3,2016,469860473
"China, PR",Cotton,3,2016,230638
"China, PR",Domestic electrical appliances and parts,3,2016,27929598
"China, PR",Electrical wire and cable,3,2016,47191867
"China, PR",Fertilizers,3,2016,64114820
"China, PR","Fibres, not spun",3,2016,58373396
"China, PR",Fishery products,3,2016,7384260
"China, PR",Fresh and pocessed vegetables and fruit,3,2016,12802255
"China, PR",Glass and glassware,3,2016,28801737
"China, PR",Insecticides and materials,3,2016,31152908
"China, PR","Iron, Steel",3,2016,375889766
"China, PR",Liquid petroleum gas,3,2016,14745854
"China, PR","Motor vehicles, assembled",3,2016,43486114
"China, PR",Ores and other minerals,3,2016,6935143
"China, PR","Other Machinery, instrument, accessory",3,2016,710106924
"China, PR",Other base metal products,3,2016,21818934
"China, PR",Other base metals,3,2016,158439956
"China, PR",Other means of transport and equipment,3,2016,9162616
"China, PR",Other petroleum products,3,2016,4045841
"China, PR",Other preparations for foodstuff,3,2016,2610748
"China, PR",Paper,3,2016,29776673
"China, PR",Paper products,3,2016,20671348
"China, PR",Parts and accessories for motor,3,2016,70326287
"China, PR","Petroleum oil, refined",3,2016,41550528
"China, PR",Pharmaceutical products,3,2016,3629109
"China, PR",Plastic materials,3,2016,52088962
"China, PR","Precious stones, precious metals and their products",3,2016,1421963
"China, PR",Rubber,3,2016,3497331
"China, PR","Sweets, cookies and cereal preparations",3,2016,968889
"China, PR",Telephones and their parts,3,2016,531516960
"China, PR",Textible fibrics,3,2016,397082914
"China, PR",Vegetable oil and fat,3,2016,423017
"China, PR",Wood and wooden products,3,2016,20557839
"China, PR",Animal fodder and materials,4,2016,13406183
"China, PR","Aromatic substance, cosmetics and cleaning preparations",4,2016,3519366
"China, PR",Articals of plastics,4,2016,121886476
"China, PR",Articals of rubber,4,2016,17775542
"China, PR",Articles of iron and steel,4,2016,90834299
"China, PR",Auxiliarry materials for medicaments,4,2016,19502153
"China, PR",Auxiliary materials for cigarettes,4,2016,6028620
"China, PR","Auxiliary materials for textile, garment, leather, footwear",4,2016,183291843
"China, PR",Cameras and their parts,4,2016,23107793
"China, PR",Chemical products,4,2016,72344338
"China, PR",Chemicals,4,2016,81635981
"China, PR",Coal,4,2016,12546806
"China, PR","Computers, electronical products and parts",4,2016,430564666
"China, PR",Cotton,4,2016,314851
"China, PR",Domestic electrical appliances and parts,4,2016,32047730
"China, PR",Electrical wire and cable,4,2016,37566922
"China, PR",Fertilizers,4,2016,27403866
"China, PR","Fibres, not spun",4,2016,59974486
"China, PR",Fishery products,4,2016,5471412
"China, PR",Fresh and pocessed vegetables and fruit,4,2016,11523949
"China, PR",Glass and glassware,4,2016,29190359
"China, PR",Insecticides and materials,4,2016,30011973
"China, PR","Iron, Steel",4,2016,307393972
"China, PR",Liquid petroleum gas,4,2016,14407674
"China, PR","Motor vehicles, assembled",4,2016,72789716
"China, PR",Ores and other minerals,4,2016,3062073
"China, PR","Other Machinery, instrument, accessory",4,2016,671250963
"China, PR",Other base metal products,4,2016,21830592
"China, PR",Other base metals,4,2016,124112641
"China, PR",Other means of transport and equipment,4,2016,10500073
"China, PR",Other petroleum products,4,2016,6354828
"China, PR",Other preparations for foodstuff,4,2016,3305266
"China, PR",Paper,4,2016,26883904
"China, PR",Paper products,4,2016,19743205
"China, PR",Parts and accessories for motor,4,2016,70818811
"China, PR","Petroleum oil, refined",4,2016,41504253
"China, PR",Pharmaceutical products,4,2016,4219173
"China, PR",Plastic materials,4,2016,52465420
"China, PR","Precious stones, precious metals and their products",4,2016,1180700
"China, PR",Rubber,4,2016,4624231
"China, PR","Sweets, cookies and cereal preparations",4,2016,968439
"China, PR",Telephones and their parts,4,2016,512716588
"China, PR",Textible fibrics,4,2016,550058086
"China, PR",Vegetable oil and fat,4,2016,1245549
"China, PR",Wood and wooden products,4,2016,27021353
"China, PR",Animal fodder and materials,5,2016,22859381
"China, PR","Aromatic substance, cosmetics and cleaning preparations",5,2016,3893501
"China, PR",Articals of plastics,5,2016,119205697
"China, PR",Articals of rubber,5,2016,16690949
"China, PR",Articles of iron and steel,5,2016,99443188
"China, PR",Auxiliarry materials for medicaments,5,2016,19612488
"China, PR",Auxiliary materials for cigarettes,5,2016,4745090
"China, PR","Auxiliary materials for textile, garment, leather, footwear",5,2016,183519620
"China, PR",Cameras and their parts,5,2016,25134684
"China, PR",Chemical products,5,2016,81868050
"China, PR",Chemicals,5,2016,84594627
"China, PR",Coal,5,2016,12198612
"China, PR","Computers, electronical products and parts",5,2016,415309812
"China, PR",Cotton,5,2016,241947
"China, PR",Domestic electrical appliances and parts,5,2016,33095479
"China, PR",Electrical wire and cable,5,2016,44768230
"China, PR",Fertilizers,5,2016,39482282
"China, PR","Fibres, not spun",5,2016,60470885
"China, PR",Fishery products,5,2016,4859879
"China, PR",Fresh and pocessed vegetables and fruit,5,2016,13758087
"China, PR",Glass and glassware,5,2016,28003593
"China, PR",Insecticides and materials,5,2016,27599633
"China, PR","Iron, Steel",5,2016,351877249
"China, PR",Liquid petroleum gas,5,2016,15532860
"China, PR","Motor vehicles, assembled",5,2016,61165949
"China, PR",Ores and other minerals,5,2016,3887739
"China, PR","Other Machinery, instrument, accessory",5,2016,791606144
"China, PR",Other base metal products,5,2016,22925938
"China, PR",Other base metals,5,2016,126567660
"China, PR",Other means of transport and equipment,5,2016,14473871
"China, PR",Other petroleum products,5,2016,4746595
"China, PR",Other preparations for foodstuff,5,2016,2497428
"China, PR",Paper,5,2016,27712593
"China, PR",Paper products,5,2016,17930380
"China, PR",Parts and accessories for motor,5,2016,58210214
"China, PR","Petroleum oil, refined",5,2016,59809429
"China, PR",Pharmaceutical products,5,2016,3477210
"China, PR",Plastic materials,5,2016,62151436
"China, PR","Precious stones, precious metals and their products",5,2016,1075001
"China, PR",Rubber,5,2016,5286825
"China, PR","Sweets, cookies and cereal preparations",5,2016,947264
"China, PR",Telephones and their parts,5,2016,448853769
"China, PR",Textible fibrics,5,2016,561330676
"China, PR",Vegetable oil and fat,5,2016,987002
"China, PR",Wood and wooden products,5,2016,22800927
"China, PR",Animal fodder and materials,6,2016,30110046
"China, PR","Aromatic substance, cosmetics and cleaning preparations",6,2016,3334399
"China, PR",Articals of plastics,6,2016,131772596
"China, PR",Articals of rubber,6,2016,16439981
"China, PR",Articles of iron and steel,6,2016,101726010
"China, PR",Auxiliarry materials for medicaments,6,2016,17151100
"China, PR",Auxiliary materials for cigarettes,6,2016,2933664
"China, PR","Auxiliary materials for textile, garment, leather, footwear",6,2016,150000409
"China, PR",Cameras and their parts,6,2016,21554736
"China, PR",Chemical products,6,2016,73136799
"China, PR",Chemicals,6,2016,78891646
"China, PR",Coal,6,2016,9520448
"China, PR","Computers, electronical products and parts",6,2016,458439674
"China, PR",Cotton,6,2016,920034
"China, PR",Domestic electrical appliances and parts,6,2016,26683409
"China, PR",Electrical wire and cable,6,2016,37216985
"China, PR",Fertilizers,6,2016,38070975
"China, PR","Fibres, not spun",6,2016,61061063
"China, PR",Fishery products,6,2016,4502450
"China, PR",Fresh and pocessed vegetables and fruit,6,2016,16262434
"China, PR",Glass and glassware,6,2016,27539859
"China, PR",Insecticides and materials,6,2016,30218204
"China, PR","Iron, Steel",6,2016,484245177
"China, PR",Liquid petroleum gas,6,2016,13555732
"China, PR","Motor vehicles, assembled",6,2016,43310439
"China, PR",Ores and other minerals,6,2016,6295478
"China, PR","Other Machinery, instrument, accessory",6,2016,816189930
"China, PR",Other base metal products,6,2016,22831240
"China, PR",Other base metals,6,2016,132967196
"China, PR",Other means of transport and equipment,6,2016,22494170
"China, PR",Other petroleum products,6,2016,4346818
"China, PR",Other preparations for foodstuff,6,2016,2694577
"China, PR",Paper,6,2016,26038486
"China, PR",Paper products,6,2016,17720242
"China, PR",Parts and accessories for motor,6,2016,71006469
"China, PR","Petroleum oil, refined",6,2016,36048356
"China, PR",Pharmaceutical products,6,2016,4330411
"China, PR",Plastic materials,6,2016,61692527
"China, PR","Precious stones, precious metals and their products",6,2016,1748946
"China, PR",Rubber,6,2016,4775181
"China, PR","Sweets, cookies and cereal preparations",6,2016,676917
"China, PR",Telephones and their parts,6,2016,411515662
"China, PR",Textible fibrics,6,2016,454045896
"China, PR",Vegetable oil and fat,6,2016,1207610
"China, PR",Wood and wooden products,6,2016,20555624
"China, PR",Animal fodder and materials,7,2016,60233879
"China, PR","Aromatic substance, cosmetics and cleaning preparations",7,2016,3583161
"China, PR",Articals of plastics,7,2016,122748710
"China, PR",Articals of rubber,7,2016,18471174
"China, PR",Articles of iron and steel,7,2016,86370671
"China, PR",Auxiliarry materials for medicaments,7,2016,18587355
"China, PR",Auxiliary materials for cigarettes,7,2016,4570466
"China, PR","Auxiliary materials for textile, garment, leather, footwear",7,2016,143494066
"China, PR",Cameras and their parts,7,2016,30434297
"China, PR",Chemical products,7,2016,71474742
"China, PR",Chemicals,7,2016,89791285
"China, PR",Coal,7,2016,8657801
"China, PR","Computers, electronical products and parts",7,2016,519417536
"China, PR",Cotton,7,2016,240652
"China, PR",Domestic electrical appliances and parts,7,2016,24619764
"China, PR",Electrical wire and cable,7,2016,36356732
"China, PR",Fertilizers,7,2016,39428745
"China, PR","Fibres, not spun",7,2016,61411385
"China, PR",Fishery products,7,2016,5962031
"China, PR",Fresh and pocessed vegetables and fruit,7,2016,21784354
"China, PR",Glass and glassware,7,2016,29731564
"China, PR",Insecticides and materials,7,2016,25575825
"China, PR","Iron, Steel",7,2016,414967376
"China, PR",Liquid petroleum gas,7,2016,12433078
"China, PR","Motor vehicles, assembled",7,2016,34479110
"China, PR",Ores and other minerals,7,2016,3019647
"China, PR","Other Machinery, instrument, accessory",7,2016,773712161
"China, PR",Other base metal products,7,2016,23144898
"China, PR",Other base metals,7,2016,117337746
"China, PR",Other means of transport and equipment,7,2016,280760
"China, PR",Other petroleum products,7,2016,4004034
"China, PR",Other preparations for foodstuff,7,2016,2299961
"China, PR",Paper,7,2016,26040993
"China, PR",Paper products,7,2016,18985015
"China, PR",Parts and accessories for motor,7,2016,48985649
