Group/Country,Item,Month,Year,Value_USD
ASEAN,Animal fodder and materials,1,2015,23394751
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",1,2015,31182639
ASEAN,Articles of iron and steel,1,2015,27064850
ASEAN,Articles of plastics,1,2015,30789602
ASEAN,Articles of rubber,1,2015,9525000
ASEAN,Auxiliary materials for cigarettes,1,2015,2743208
ASEAN,Auxiliary materials for medicaments,1,2015,973083
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",1,2015,19709517
ASEAN,Cameras and their parts,1,2015,574741
ASEAN,Cashew nut,1,2015,18778262
ASEAN,Chemical products,1,2015,47697097
ASEAN,Chemicals,1,2015,58638883
ASEAN,Coal,1,2015,6042846
ASEAN,"Computers, Electronical products & parts",1,2015,438216377
ASEAN,Cotton,1,2015,206011
ASEAN,Dairy products,1,2015,25096981
ASEAN,Dau tho,1,2015,0
ASEAN,Domestic electrical appliances and parts,1,2015,74824884
ASEAN,Electrical wire and cable,1,2015,12102915
ASEAN,Fertilizers,1,2015,6101917
ASEAN,"Fibres, not spun",1,2015,18871527
ASEAN,Fishery products,1,2015,6154035
ASEAN,Fresh and pocessed vegetables and fruit,1,2015,18349477
ASEAN,Glass and glassware,1,2015,6083079
ASEAN,Insecticides and materials,1,2015,9296138
ASEAN,"Iron, Steel",1,2015,11586868
ASEAN,Liquefied petroleum gas,1,2015,2537633
ASEAN,Maize,1,2015,4600258
ASEAN,"Motor vehicles, assembled",1,2015,15728516
ASEAN,Ores and other minerals,1,2015,10246015
ASEAN,"Other Machinery, instrument, accessory",1,2015,144619928
ASEAN,Other Preparations for Foodstuff,1,2015,18322127
ASEAN,Other base metal products,1,2015,16288762
ASEAN,Other base metals,1,2015,36059602
ASEAN,Other means of transort and equipment,1,2015,1809386
ASEAN,Other petroleum products,1,2015,66610066
ASEAN,Paper,1,2015,52586269
ASEAN,Paper products,1,2015,7461429
ASEAN,Parts and accessories for motor,1,2015,59657430
ASEAN,"Petroleum oil, refined",1,2015,198181729
ASEAN,Pharmaceutical products,1,2015,9573293
ASEAN,Plastic materials,1,2015,95501005
ASEAN,"Precious stones, precious metals and their products",1,2015,377872
ASEAN,Rubber,1,2015,14022233
ASEAN,"Sweets, cookies and cereal preparations",1,2015,13577359
ASEAN,Textile fibrics,1,2015,28788897
ASEAN,Vegetable oil and fat,1,2015,33020192
ASEAN,Waste iron and steel,1,2015,2357533
ASEAN,Wood and wooden products,1,2015,67988605
ASEAN,Animal fodder and materials,2,2015,12279607
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",2,2015,18308697
ASEAN,Articles of iron and steel,2,2015,20581271
ASEAN,Articles of plastics,2,2015,20571765
ASEAN,Articles of rubber,2,2015,8491585
ASEAN,Auxiliary materials for cigarettes,2,2015,2180879
ASEAN,Auxiliary materials for medicaments,2,2015,371723
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",2,2015,18873803
ASEAN,Cameras and their parts,2,2015,137066
ASEAN,Cashew nut,2,2015,13518511
ASEAN,Chemical products,2,2015,32026000
ASEAN,Chemicals,2,2015,32456328
ASEAN,Coal,2,2015,11056834
ASEAN,"Computers, Electronical products & parts",2,2015,294689238
ASEAN,Cotton,2,2015,241522
ASEAN,Dairy products,2,2015,14555337
ASEAN,Dau tho,2,2015,0
ASEAN,Domestic electrical appliances and parts,2,2015,53425274
ASEAN,Electrical wire and cable,2,2015,10988494
ASEAN,Fertilizers,2,2015,2222844
ASEAN,"Fibres, not spun",2,2015,10803812
ASEAN,Fishery products,2,2015,3729949
ASEAN,Fresh and pocessed vegetables and fruit,2,2015,7583661
ASEAN,Glass and glassware,2,2015,4351784
ASEAN,Insecticides and materials,2,2015,10866953
ASEAN,"Iron, Steel",2,2015,11125273
ASEAN,Liquefied petroleum gas,2,2015,618832
ASEAN,Maize,2,2015,2108615
ASEAN,"Motor vehicles, assembled",2,2015,18239119
ASEAN,Ores and other minerals,2,2015,8856078
ASEAN,"Other Machinery, instrument, accessory",2,2015,100264842
ASEAN,Other Preparations for Foodstuff,2,2015,12955869
ASEAN,Other base metal products,2,2015,8895178
ASEAN,Other base metals,2,2015,22454967
ASEAN,Other means of transort and equipment,2,2015,4447808
ASEAN,Other petroleum products,2,2015,34284923
ASEAN,Paper,2,2015,29807510
ASEAN,Paper products,2,2015,7171358
ASEAN,Parts and accessories for motor,2,2015,40080289
ASEAN,"Petroleum oil, refined",2,2015,215271125
ASEAN,Pharmaceutical products,2,2015,8285874
ASEAN,Plastic materials,2,2015,65443083
ASEAN,"Precious stones, precious metals and their products",2,2015,375152
ASEAN,Rubber,2,2015,9961856
ASEAN,"Sweets, cookies and cereal preparations",2,2015,6745002
ASEAN,Textile fibrics,2,2015,17518924
ASEAN,Vegetable oil and fat,2,2015,33429456
ASEAN,Waste iron and steel,2,2015,320657
ASEAN,Wood and wooden products,2,2015,65958738
ASEAN,Animal fodder and materials,3,2015,23465250
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",3,2015,31543640
ASEAN,Articles of iron and steel,3,2015,31985863
ASEAN,Articles of plastics,3,2015,30432682
ASEAN,Articles of rubber,3,2015,10982879
ASEAN,Auxiliary materials for cigarettes,3,2015,2475243
ASEAN,Auxiliary materials for medicaments,3,2015,1384022
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",3,2015,26767461
ASEAN,Cameras and their parts,3,2015,402009
ASEAN,Cashew nut,3,2015,73810720
ASEAN,Chemical products,3,2015,55926318
ASEAN,Chemicals,3,2015,69834108
ASEAN,Coal,3,2015,14377547
ASEAN,"Computers, Electronical products & parts",3,2015,311571319
ASEAN,Cotton,3,2015,554914
ASEAN,Dairy products,3,2015,16758880
ASEAN,Dau tho,3,2015,0
ASEAN,Domestic electrical appliances and parts,3,2015,108306937
ASEAN,Electrical wire and cable,3,2015,12279539
ASEAN,Fertilizers,3,2015,2963971
ASEAN,"Fibres, not spun",3,2015,22038183
ASEAN,Fishery products,3,2015,4235333
ASEAN,Fresh and pocessed vegetables and fruit,3,2015,15526749
ASEAN,Glass and glassware,3,2015,6812254
ASEAN,Insecticides and materials,3,2015,10027280
ASEAN,"Iron, Steel",3,2015,12866998
ASEAN,Liquefied petroleum gas,3,2015,648629
ASEAN,Maize,3,2015,4410195
ASEAN,"Motor vehicles, assembled",3,2015,52973569
ASEAN,Ores and other minerals,3,2015,13620344
ASEAN,"Other Machinery, instrument, accessory",3,2015,155908241
ASEAN,Other Preparations for Foodstuff,3,2015,16691126
ASEAN,Other base metal products,3,2015,15358368
ASEAN,Other base metals,3,2015,55623513
ASEAN,Other means of transort and equipment,3,2015,1795018
ASEAN,Other petroleum products,3,2015,38053815
ASEAN,Paper,3,2015,51338536
ASEAN,Paper products,3,2015,9944420
ASEAN,Parts and accessories for motor,3,2015,64842418
ASEAN,"Petroleum oil, refined",3,2015,424626143
ASEAN,Pharmaceutical products,3,2015,8451825
ASEAN,Plastic materials,3,2015,105394226
ASEAN,"Precious stones, precious metals and their products",3,2015,739707
ASEAN,Rubber,3,2015,15761882
ASEAN,"Sweets, cookies and cereal preparations",3,2015,10322366
ASEAN,Textile fibrics,3,2015,31004335
ASEAN,Vegetable oil and fat,3,2015,51952479
ASEAN,Waste iron and steel,3,2015,1504249
ASEAN,Wood and wooden products,3,2015,111721081
ASEAN,Animal fodder and materials,4,2015,21582430
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",4,2015,28049502
ASEAN,Articles of iron and steel,4,2015,21236662
ASEAN,Articles of plastics,4,2015,24137066
ASEAN,Articles of rubber,4,2015,8696333
ASEAN,Auxiliary materials for cigarettes,4,2015,3255711
ASEAN,Auxiliary materials for medicaments,4,2015,1211414
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",4,2015,23226040
ASEAN,Cameras and their parts,4,2015,586824
ASEAN,Cashew nut,4,2015,47280540
ASEAN,Chemical products,4,2015,45172841
ASEAN,Chemicals,4,2015,67812906
ASEAN,Coal,4,2015,15627869
ASEAN,"Computers, Electronical products & parts",4,2015,215255791
ASEAN,Cotton,4,2015,377987
ASEAN,Dairy products,4,2015,15629393
ASEAN,Dau tho,4,2015,0
ASEAN,Domestic electrical appliances and parts,4,2015,82515100
ASEAN,Electrical wire and cable,4,2015,10292447
ASEAN,Fertilizers,4,2015,5820046
ASEAN,"Fibres, not spun",4,2015,17670511
ASEAN,Fishery products,4,2015,3872801
ASEAN,Fresh and pocessed vegetables and fruit,4,2015,15598264
ASEAN,Glass and glassware,4,2015,4946666
ASEAN,Insecticides and materials,4,2015,5231067
ASEAN,"Iron, Steel",4,2015,13571490
ASEAN,Liquefied petroleum gas,4,2015,1844247
ASEAN,Maize,4,2015,1957265
ASEAN,"Motor vehicles, assembled",4,2015,40129777
ASEAN,Ores and other minerals,4,2015,9495709
ASEAN,"Other Machinery, instrument, accessory",4,2015,121274526
ASEAN,Other Preparations for Foodstuff,4,2015,12890469
ASEAN,Other base metal products,4,2015,10101909
ASEAN,Other base metals,4,2015,37575420
ASEAN,Other means of transort and equipment,4,2015,191356
ASEAN,Other petroleum products,4,2015,46037368
ASEAN,Paper,4,2015,41196940
ASEAN,Paper products,4,2015,7046279
ASEAN,Parts and accessories for motor,4,2015,55169555
ASEAN,"Petroleum oil, refined",4,2015,482937023
ASEAN,Pharmaceutical products,4,2015,10123095
ASEAN,Plastic materials,4,2015,87688648
ASEAN,"Precious stones, precious metals and their products",4,2015,652224
ASEAN,Rubber,4,2015,15234125
ASEAN,"Sweets, cookies and cereal preparations",4,2015,7988658
ASEAN,Textile fibrics,4,2015,27665983
ASEAN,Vegetable oil and fat,4,2015,48135426
ASEAN,Waste iron and steel,4,2015,1689238
ASEAN,Wood and wooden products,4,2015,94521094
ASEAN,Animal fodder and materials,5,2015,24466549
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",5,2015,31107858
ASEAN,Articles of iron and steel,5,2015,31392888
ASEAN,Articles of plastics,5,2015,33002104
ASEAN,Articles of rubber,5,2015,10563721
ASEAN,Auxiliary materials for cigarettes,5,2015,7116192
ASEAN,Auxiliary materials for medicaments,5,2015,2138804
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",5,2015,28881010
ASEAN,Cameras and their parts,5,2015,801483
ASEAN,Cashew nut,5,2015,11148947
ASEAN,Chemical products,5,2015,59825541
ASEAN,Chemicals,5,2015,78497314
ASEAN,Coal,5,2015,15392971
ASEAN,"Computers, Electronical products & parts",5,2015,277047523
ASEAN,Cotton,5,2015,212008
ASEAN,Dairy products,5,2015,35856694
ASEAN,Dau tho,5,2015,0
ASEAN,Domestic electrical appliances and parts,5,2015,113426880
ASEAN,Electrical wire and cable,5,2015,13275670
ASEAN,Fertilizers,5,2015,8239503
ASEAN,"Fibres, not spun",5,2015,18721788
ASEAN,Fishery products,5,2015,3827769
ASEAN,Fresh and pocessed vegetables and fruit,5,2015,17719979
ASEAN,Glass and glassware,5,2015,5982687
ASEAN,Insecticides and materials,5,2015,13833269
ASEAN,"Iron, Steel",5,2015,13606462
ASEAN,Liquefied petroleum gas,5,2015,1044075
ASEAN,Maize,5,2015,3182357
ASEAN,"Motor vehicles, assembled",5,2015,27731787
ASEAN,Ores and other minerals,5,2015,8194090
ASEAN,"Other Machinery, instrument, accessory",5,2015,164262789
ASEAN,Other Preparations for Foodstuff,5,2015,17750811
ASEAN,Other base metal products,5,2015,14280565
ASEAN,Other base metals,5,2015,51445929
ASEAN,Other means of transort and equipment,5,2015,273488
ASEAN,Other petroleum products,5,2015,46317493
ASEAN,Paper,5,2015,53461345
ASEAN,Paper products,5,2015,7655199
ASEAN,Parts and accessories for motor,5,2015,63557330
ASEAN,"Petroleum oil, refined",5,2015,345558040
ASEAN,Pharmaceutical products,5,2015,11268780
ASEAN,Plastic materials,5,2015,102058459
ASEAN,"Precious stones, precious metals and their products",5,2015,424019
ASEAN,Rubber,5,2015,15168844
ASEAN,"Sweets, cookies and cereal preparations",5,2015,12461103
ASEAN,Textile fibrics,5,2015,34122497
ASEAN,Vegetable oil and fat,5,2015,38207874
ASEAN,Waste iron and steel,5,2015,4640189
ASEAN,Wood and wooden products,5,2015,91196070
ASEAN,Animal fodder and materials,6,2015,32632003
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",6,2015,30809885
ASEAN,Articles of iron and steel,6,2015,28315869
ASEAN,Articles of plastics,6,2015,33462311
ASEAN,Articles of rubber,6,2015,11088450
ASEAN,Auxiliary materials for cigarettes,6,2015,6126162
ASEAN,Auxiliary materials for medicaments,6,2015,1124477
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",6,2015,23069432
ASEAN,Cameras and their parts,6,2015,764386
ASEAN,Cashew nut,6,2015,2177858
ASEAN,Chemical products,6,2015,61050367
ASEAN,Chemicals,6,2015,74641540
ASEAN,Coal,6,2015,3807326
ASEAN,"Computers, Electronical products & parts",6,2015,286849056
ASEAN,Cotton,6,2015,256733
ASEAN,Dairy products,6,2015,16638378
ASEAN,Dau tho,6,2015,43199980
ASEAN,Domestic electrical appliances and parts,6,2015,86875124
ASEAN,Electrical wire and cable,6,2015,15803789
ASEAN,Fertilizers,6,2015,8507081
ASEAN,"Fibres, not spun",6,2015,17596913
ASEAN,Fishery products,6,2015,4987233
ASEAN,Fresh and pocessed vegetables and fruit,6,2015,33047492
ASEAN,Glass and glassware,6,2015,5184590
ASEAN,Insecticides and materials,6,2015,10252956
ASEAN,"Iron, Steel",6,2015,12412308
ASEAN,Liquefied petroleum gas,6,2015,1191912
ASEAN,Maize,6,2015,2440074
ASEAN,"Motor vehicles, assembled",6,2015,32079646
ASEAN,Ores and other minerals,6,2015,9520758
ASEAN,"Other Machinery, instrument, accessory",6,2015,160627580
ASEAN,Other Preparations for Foodstuff,6,2015,14962320
ASEAN,Other base metal products,6,2015,12631270
ASEAN,Other base metals,6,2015,29336004
ASEAN,Other means of transort and equipment,6,2015,761028
ASEAN,Other petroleum products,6,2015,52317642
ASEAN,Paper,6,2015,58373968
ASEAN,Paper products,6,2015,10255121
ASEAN,Parts and accessories for motor,6,2015,71481947
ASEAN,"Petroleum oil, refined",6,2015,355356414
ASEAN,Pharmaceutical products,6,2015,11932863
ASEAN,Plastic materials,6,2015,105366208
ASEAN,"Precious stones, precious metals and their products",6,2015,783830
ASEAN,Rubber,6,2015,13540806
ASEAN,"Sweets, cookies and cereal preparations",6,2015,10495720
ASEAN,Textile fibrics,6,2015,32729076
ASEAN,Vegetable oil and fat,6,2015,36494548
ASEAN,Waste iron and steel,6,2015,3280532
ASEAN,Wood and wooden products,6,2015,71631156
ASEAN,Animal fodder and materials,7,2015,20109150
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",7,2015,33048959
ASEAN,Articles of iron and steel,7,2015,33513907
ASEAN,Articles of plastics,7,2015,30886129
ASEAN,Articles of rubber,7,2015,11314498
ASEAN,Auxiliary materials for cigarettes,7,2015,6485739
ASEAN,Auxiliary materials for medicaments,7,2015,1287790
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",7,2015,23330816
ASEAN,Cameras and their parts,7,2015,957066
ASEAN,Cashew nut,7,2015,1611750
ASEAN,Chemical products,7,2015,52763209
ASEAN,Chemicals,7,2015,70835962
ASEAN,Coal,7,2015,5832905
ASEAN,"Computers, Electronical products & parts",7,2015,280250741
ASEAN,Cotton,7,2015,290778
ASEAN,Dairy products,7,2015,11483490
ASEAN,Dau tho,7,2015,0
ASEAN,Domestic electrical appliances and parts,7,2015,58031651
ASEAN,Electrical wire and cable,7,2015,13874572
ASEAN,Fertilizers,7,2015,28683731
ASEAN,"Fibres, not spun",7,2015,17610509
ASEAN,Fishery products,7,2015,4194001
ASEAN,Fresh and pocessed vegetables and fruit,7,2015,20296951
ASEAN,Glass and glassware,7,2015,5804018
ASEAN,Insecticides and materials,7,2015,7780423
ASEAN,"Iron, Steel",7,2015,12755994
ASEAN,Liquefied petroleum gas,7,2015,2162729
ASEAN,Maize,7,2015,1982968
ASEAN,"Motor vehicles, assembled",7,2015,28692697
ASEAN,Ores and other minerals,7,2015,6880901
ASEAN,"Other Machinery, instrument, accessory",7,2015,170492116
ASEAN,Other Preparations for Foodstuff,7,2015,14143872
ASEAN,Other base metal products,7,2015,12838666
ASEAN,Other base metals,7,2015,32114608
ASEAN,Other means of transort and equipment,7,2015,528244
ASEAN,Other petroleum products,7,2015,43371704
ASEAN,Paper,7,2015,49371667
ASEAN,Paper products,7,2015,9223566
ASEAN,Parts and accessories for motor,7,2015,74355995
ASEAN,"Petroleum oil, refined",7,2015,289173813
ASEAN,Pharmaceutical products,7,2015,10818869
ASEAN,Plastic materials,7,2015,115351212
ASEAN,"Precious stones, precious metals and their products",7,2015,780771
ASEAN,Rubber,7,2015,16460553
ASEAN,"Sweets, cookies and cereal preparations",7,2015,11293323
ASEAN,Textile fibrics,7,2015,28015991
ASEAN,Vegetable oil and fat,7,2015,42007498
ASEAN,Waste iron and steel,7,2015,10114589
ASEAN,Wood and wooden products,7,2015,85840740
ASEAN,Animal fodder and materials,8,2015,20110556
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",8,2015,27509474
ASEAN,Articles of iron and steel,8,2015,31247860
ASEAN,Articles of plastics,8,2015,30897578
ASEAN,Articles of rubber,8,2015,10192723
ASEAN,Auxiliary materials for cigarettes,8,2015,2437625
ASEAN,Auxiliary materials for medicaments,8,2015,1131284
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",8,2015,20034016
ASEAN,Cameras and their parts,8,2015,686522
ASEAN,Cashew nut,8,2015,946735
ASEAN,Chemical products,8,2015,50294937
ASEAN,Chemicals,8,2015,61217591
ASEAN,Coal,8,2015,10632403
ASEAN,"Computers, Electronical products & parts",8,2015,286828670
ASEAN,Cotton,8,2015,124803
ASEAN,Dairy products,8,2015,20269641
ASEAN,Dau tho,8,2015,0
ASEAN,Domestic electrical appliances and parts,8,2015,52212352
ASEAN,Electrical wire and cable,8,2015,12368230
ASEAN,Fertilizers,8,2015,6336630
ASEAN,"Fibres, not spun",8,2015,15658891
ASEAN,Fishery products,8,2015,4639074
ASEAN,Fresh and pocessed vegetables and fruit,8,2015,42628005
ASEAN,Glass and glassware,8,2015,6789681
ASEAN,Insecticides and materials,8,2015,7963208
ASEAN,"Iron, Steel",8,2015,11901408
ASEAN,Liquefied petroleum gas,8,2015,1952330
ASEAN,Maize,8,2015,1052177
ASEAN,"Motor vehicles, assembled",8,2015,43065810
ASEAN,Ores and other minerals,8,2015,8027380
ASEAN,"Other Machinery, instrument, accessory",8,2015,147927459
ASEAN,Other Preparations for Foodstuff,8,2015,14741879
ASEAN,Other base metal products,8,2015,9432326
ASEAN,Other base metals,8,2015,27737447
ASEAN,Other means of transort and equipment,8,2015,789669
ASEAN,Other petroleum products,8,2015,31121975
ASEAN,Paper,8,2015,48497003
ASEAN,Paper products,8,2015,8777919
ASEAN,Parts and accessories for motor,8,2015,56489113
ASEAN,"Petroleum oil, refined",8,2015,161370615
ASEAN,Pharmaceutical products,8,2015,9940489
ASEAN,Plastic materials,8,2015,101563389
ASEAN,"Precious stones, precious metals and their products",8,2015,571439
ASEAN,Rubber,8,2015,10869182
ASEAN,"Sweets, cookies and cereal preparations",8,2015,10489848
ASEAN,Textile fibrics,8,2015,22697824
ASEAN,Vegetable oil and fat,8,2015,37383268
ASEAN,Waste iron and steel,8,2015,3380462
ASEAN,Wood and wooden products,8,2015,78255652
ASEAN,Animal fodder and materials,9,2015,21187052
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",9,2015,27172647
ASEAN,Articles of iron and steel,9,2015,37091656
ASEAN,Articles of plastics,9,2015,29335367
ASEAN,Articles of rubber,9,2015,9979574
ASEAN,Auxiliary materials for cigarettes,9,2015,3806749
ASEAN,Auxiliary materials for medicaments,9,2015,1935498
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",9,2015,22168256
ASEAN,Cameras and their parts,9,2015,382690
ASEAN,Cashew nut,9,2015,2339668
ASEAN,Chemical products,9,2015,52306964
ASEAN,Chemicals,9,2015,57955962
ASEAN,Coal,9,2015,6608543
ASEAN,"Computers, Electronical products & parts",9,2015,285914760
ASEAN,Cotton,9,2015,112073
ASEAN,Dairy products,9,2015,14207420
ASEAN,Dau tho,9,2015,0
ASEAN,Domestic electrical appliances and parts,9,2015,56295776
ASEAN,Electrical wire and cable,9,2015,14393374
ASEAN,Fertilizers,9,2015,8796464
ASEAN,"Fibres, not spun",9,2015,18147712
ASEAN,Fishery products,9,2015,5375092
ASEAN,Fresh and pocessed vegetables and fruit,9,2015,31674974
ASEAN,Glass and glassware,9,2015,6156359
ASEAN,Insecticides and materials,9,2015,10439629
ASEAN,"Iron, Steel",9,2015,11218507
ASEAN,Liquefied petroleum gas,9,2015,1397304
ASEAN,Maize,9,2015,931510
ASEAN,"Motor vehicles, assembled",9,2015,43589325
ASEAN,Ores and other minerals,9,2015,8540867
ASEAN,"Other Machinery, instrument, accessory",9,2015,176420871
ASEAN,Other Preparations for Foodstuff,9,2015,19464893
ASEAN,Other base metal products,9,2015,14200357
ASEAN,Other base metals,9,2015,30041997
ASEAN,Other means of transort and equipment,9,2015,419106
ASEAN,Other petroleum products,9,2015,36491069
ASEAN,Paper,9,2015,48644920
ASEAN,Paper products,9,2015,7104734
ASEAN,Parts and accessories for motor,9,2015,69172143
ASEAN,"Petroleum oil, refined",9,2015,188276011
ASEAN,Pharmaceutical products,9,2015,11162284
ASEAN,Plastic materials,9,2015,107550098
ASEAN,"Precious stones, precious metals and their products",9,2015,833680
ASEAN,Rubber,9,2015,11605313
ASEAN,"Sweets, cookies and cereal preparations",9,2015,13861827
ASEAN,Textile fibrics,9,2015,25799462
ASEAN,Vegetable oil and fat,9,2015,47677467
ASEAN,Waste iron and steel,9,2015,3599158
ASEAN,Wood and wooden products,9,2015,73841737
ASEAN,Animal fodder and materials,10,2015,14653797
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",10,2015,33116299
ASEAN,Articles of iron and steel,10,2015,28293974
ASEAN,Articles of plastics,10,2015,30305091
ASEAN,Articles of rubber,10,2015,11652009
ASEAN,Auxiliary materials for cigarettes,10,2015,4972099
ASEAN,Auxiliary materials for medicaments,10,2015,979169
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",10,2015,24693379
ASEAN,Cameras and their parts,10,2015,691398
ASEAN,Cashew nut,10,2015,7144077
ASEAN,Chemical products,10,2015,52127729
ASEAN,Chemicals,10,2015,59580713
ASEAN,Coal,10,2015,16793662
ASEAN,"Computers, Electronical products & parts",10,2015,273249257
ASEAN,Cotton,10,2015,196300
ASEAN,Dairy products,10,2015,22570701
ASEAN,Dau tho,10,2015,0
ASEAN,Domestic electrical appliances and parts,10,2015,62821365
ASEAN,Electrical wire and cable,10,2015,14214397
ASEAN,Fertilizers,10,2015,32358350
ASEAN,"Fibres, not spun",10,2015,19583112
ASEAN,Fishery products,10,2015,5295551
ASEAN,Fresh and pocessed vegetables and fruit,10,2015,15239708
ASEAN,Glass and glassware,10,2015,7362126
ASEAN,Insecticides and materials,10,2015,10255332
ASEAN,"Iron, Steel",10,2015,8721216
ASEAN,Liquefied petroleum gas,10,2015,3553314
ASEAN,Maize,10,2015,1341437
ASEAN,"Motor vehicles, assembled",10,2015,74002034
ASEAN,Ores and other minerals,10,2015,10201033
ASEAN,"Other Machinery, instrument, accessory",10,2015,171679221
ASEAN,Other Preparations for Foodstuff,10,2015,17227764
ASEAN,Other base metal products,10,2015,12790806
ASEAN,Other base metals,10,2015,42628040
ASEAN,Other means of transort and equipment,10,2015,231183
ASEAN,Other petroleum products,10,2015,26574538
ASEAN,Paper,10,2015,49847669
ASEAN,Paper products,10,2015,7877942
ASEAN,Parts and accessories for motor,10,2015,70510211
ASEAN,"Petroleum oil, refined",10,2015,340720294
ASEAN,Pharmaceutical products,10,2015,13025123
ASEAN,Plastic materials,10,2015,119497535
ASEAN,"Precious stones, precious metals and their products",10,2015,570592
ASEAN,Rubber,10,2015,11492532
ASEAN,"Sweets, cookies and cereal preparations",10,2015,17954734
ASEAN,Textile fibrics,10,2015,31459073
ASEAN,Vegetable oil and fat,10,2015,40786077
ASEAN,Waste iron and steel,10,2015,2859904
ASEAN,Wood and wooden products,10,2015,54297884
ASEAN,Animal fodder and materials,11,2015,15718961
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",11,2015,31971884
ASEAN,Articles of iron and steel,11,2015,33569905
ASEAN,Articles of plastics,11,2015,32831888
ASEAN,Articles of rubber,11,2015,11356775
ASEAN,Auxiliary materials for cigarettes,11,2015,5704512
ASEAN,Auxiliary materials for medicaments,11,2015,1210636
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",11,2015,21829649
ASEAN,Cameras and their parts,11,2015,731319
ASEAN,Cashew nut,11,2015,28758130
ASEAN,Chemical products,11,2015,52526413
ASEAN,Chemicals,11,2015,55049519
ASEAN,Coal,11,2015,13009731
ASEAN,"Computers, Electronical products & parts",11,2015,251395886
ASEAN,Cotton,11,2015,125633
ASEAN,Dairy products,11,2015,14471462
ASEAN,Dau tho,11,2015,0
ASEAN,Domestic electrical appliances and parts,11,2015,75055557
ASEAN,Electrical wire and cable,11,2015,13025543
ASEAN,Fertilizers,11,2015,18439279
ASEAN,"Fibres, not spun",11,2015,19842370
ASEAN,Fishery products,11,2015,3620627
ASEAN,Fresh and pocessed vegetables and fruit,11,2015,13896226
ASEAN,Glass and glassware,11,2015,7201557
ASEAN,Insecticides and materials,11,2015,13057728
ASEAN,"Iron, Steel",11,2015,12773911
ASEAN,Liquefied petroleum gas,11,2015,2615111
ASEAN,Maize,11,2015,3063356
ASEAN,"Motor vehicles, assembled",11,2015,63458009
ASEAN,Ores and other minerals,11,2015,9652467
ASEAN,"Other Machinery, instrument, accessory",11,2015,149959625
ASEAN,Other Preparations for Foodstuff,11,2015,17270536
ASEAN,Other base metal products,11,2015,13237393
ASEAN,Other base metals,11,2015,42898204
ASEAN,Other means of transort and equipment,11,2015,3362949
ASEAN,Other petroleum products,11,2015,32747877
ASEAN,Paper,11,2015,49250784
ASEAN,Paper products,11,2015,9224907
ASEAN,Parts and accessories for motor,11,2015,66575212
ASEAN,"Petroleum oil, refined",11,2015,303878327
ASEAN,Pharmaceutical products,11,2015,12821748
ASEAN,Plastic materials,11,2015,112233332
ASEAN,"Precious stones, precious metals and their products",11,2015,512977
ASEAN,Rubber,11,2015,11874094
ASEAN,"Sweets, cookies and cereal preparations",11,2015,23109551
ASEAN,Textile fibrics,11,2015,29453598
ASEAN,Vegetable oil and fat,11,2015,48722327
ASEAN,Waste iron and steel,11,2015,1329767
ASEAN,Wood and wooden products,11,2015,78195607
ASEAN,Animal fodder and materials,12,2015,23707072
ASEAN,"Aromatic substance, cosmetic and cleaning preparations",12,2015,30474895
ASEAN,Articles of iron and steel,12,2015,26149066
ASEAN,Articles of plastics,12,2015,32194500
ASEAN,Articles of rubber,12,2015,11713265
ASEAN,Auxiliary materials for cigarettes,12,2015,9890143
ASEAN,Auxiliary materials for medicaments,12,2015,1628184
ASEAN,"Auxiliary materials for textile, garment, leather, footwear",12,2015,22914088
ASEAN,Cameras and their parts,12,2015,915891
ASEAN,Cashew nut,12,2015,43471892
ASEAN,Chemical products,12,2015,54281842
ASEAN,Chemicals,12,2015,61108920
ASEAN,Coal,12,2015,8655878
ASEAN,"Computers, Electronical products & parts",12,2015,249804546
ASEAN,Cotton,12,2015,314090
ASEAN,Dairy products,12,2015,17971637
ASEAN,Dau tho,12,2015,0
ASEAN,Domestic electrical appliances and parts,12,2015,95500156
ASEAN,Electrical wire and cable,12,2015,16441963
ASEAN,Fertilizers,12,2015,10351824
ASEAN,"Fibres, not spun",12,2015,21075546
ASEAN,Fishery products,12,2015,5622790
ASEAN,Fresh and pocessed vegetables and fruit,12,2015,18834370
